"Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
1.3286,-3.17998351034106
1.3288,-3.18874481595081
1.329,-3.19756496216478
1.3292,-3.20644419427591
1.3294,-3.21538276127058
1.3296,-3.22438091584153
1.3298,-3.23343891440125
1.33,-3.24255701709597
1.3302,-3.25173548782013
1.3304,-3.2609745942313
1.3306,-3.27027460776577
1.3308,-3.27963580365451
1.331,-3.2890584609398
1.3312,-3.29854286249231
1.3314,-3.30808929502864
1.3316,-3.31769804912959
1.3318,-3.32736941925878
1.332,-3.3371037037819
1.3322,-3.34690120498643
1.3324,-3.35676222910202
1.3326,-3.36668708632127
1.3328,-3.37667609082116
1.333,-3.38672956078502
1.3332,-3.39684781842496
1.3334,-3.40703119000497
1.3336,-3.4172800058646
1.3338,-3.42759460044303
1.334,-3.43797531230387
1.3342,-3.44842248416049
1.3344,-3.45893646290194
1.3346,-3.46951759961936
1.3348,-3.48016624963309
1.335,-3.49088277252032
1.3352,-3.50166753214336
1.3354,-3.51252089667841
1.3356,-3.52344323864507
1.3358,-3.5344349349364
1.336,-3.54549636684959
1.3362,-3.55662792011724
1.3364,-3.56782998493929
1.3366,-3.57910295601558
1.3368,-3.59044723257906
1.337,-3.60186321842962
1.3372,-3.61335132196856
1.3374,-3.62491195623381
1.3376,-3.63654553893564
1.3378,-3.64825249249331
1.338,-3.66003324407208
1.3382,-3.6718882256212
1.3384,-3.68381787391235
1.3386,-3.69582263057909
1.3388,-3.70790294215661
1.339,-3.7200592601226
1.3392,-3.73229204093861
1.3394,-3.74460174609225
1.3396,-3.75698884214008
1.3398,-3.76945380075129
1.34,-3.78199709875217
1.3402,-3.79461921817133
1.3404,-3.80732064628567
1.3406,-3.82010187566726
1.3408,-3.8329634042309
1.341,-3.84590573528261
1.3412,-3.85892937756885
1.3414,-3.87203484532669
1.3416,-3.88522265833475
1.3418,-3.89849334196509
1.342,-3.91184742723584
1.3422,-3.92528545086493
1.3424,-3.93880795532452
1.3426,-3.95241548889651
1.3428,-3.96610860572887
1.343,-3.97988786589299
1.3432,-3.99375383544196
1.3434,-4.00770708646985
1.3436,-4.02174819717193
1.3438,-4.03587775190601
1.344,-4.05009634125466
1.3442,-4.06440456208853
1.3444,-4.07880301763088
1.3446,-4.09329231752284
1.3448,-4.10787307789014
1.345,-4.12254592141066
1.3452,-4.13731147738334
1.3454,-4.152170381798
1.3456,-4.16712327740654
1.3458,-4.18217081379519
1.346,-4.19731364745808
1.3462,-4.21255244187188
1.3464,-4.22788786757187
1.3466,-4.24332060222912
1.3468,-4.25885133072911
1.347,-4.27448074525154
1.3472,-4.29020954535156
1.3474,-4.30603843804231
1.3476,-4.32196813787895
1.3478,-4.33799936704393
1.348,-4.35413285543385
1.3482,-4.37036934074775
1.3484,-4.3867095685769
1.3486,-4.403154292496
1.3488,-4.4197042741561
1.349,-4.43636028337896
1.3492,-4.45312309825318
1.3494,-4.46999350523174
1.3496,-4.48697229923142
1.3498,-4.5040602837338
1.35,-4.52125827088808
1.3502,-4.53856708161555
1.3504,-4.55598754571603
1.3506,-4.57352050197601
1.3508,-4.59116679827865
1.351,-4.60892729171595
1.3512,-4.62680284870247
1.3514,-4.64479434509137
1.3516,-4.66290266629233
1.3518,-4.68112870739161
1.352,-4.69947337327413
1.3522,-4.71793757874781
1.3524,-4.73652224867007
1.3526,-4.7552283180766
1.3528,-4.77405673231234
1.353,-4.79300844716495
1.3532,-4.81208442900051
1.3534,-4.83128565490188
1.3536,-4.85061311280926
1.3538,-4.87006780166354
1.354,-4.8896507315522
1.3542,-4.90936292385784
1.3544,-4.92920541140939
1.3546,-4.94917923863612
1.3548,-4.96928546172457
1.355,-4.98952514877835
1.3552,-5.00989937998072
1.3554,-5.03040924776051
1.3556,-5.05105585696085
1.3558,-5.07184032501132
1.356,-5.09276378210311
1.3562,-5.1138273713676
1.3564,-5.13503224905835
1.3566,-5.15637958473658
1.3568,-5.17787056146004
1.357,-5.1995063759756
1.3572,-5.22128823891562
1.3574,-5.24321737499799
1.3576,-5.26529502323019
1.3578,-5.2875224371171
1.358,-5.30990088487314
1.3582,-5.33243164963843
1.3584,-5.35511602969923
1.3586,-5.37795533871271
1.3588,-5.40095090593639
1.359,-5.42410407646175
1.3592,-5.44741621145312
1.3594,-5.4708886883907
1.3596,-5.49452290131908
1.3598,-5.51832026110043
1.36,-5.5422821956731
1.3602,-5.56641015031531
1.3604,-5.59070558791437
1.3606,-5.6151699892415
1.3608,-5.63980485323228
1.361,-5.66461169727299
1.3612,-5.68959205749285
1.3614,-5.71474748906255
1.3616,-5.74007956649906
1.3618,-5.76558988397671
1.362,-5.79128005564522
1.3622,-5.81715171595421
1.3624,-5.84320651998504
1.3626,-5.86944614378945
1.3628,-5.89587228473578
1.363,-5.92248666186279
1.3632,-5.94929101624099
1.3634,-5.97628711134216
1.3636,-6.00347673341686
1.3638,-6.03086169188046
1.364,-6.05844381970771
1.3642,-6.08622497383625
1.3644,-6.11420703557901
1.3646,-6.14239191104617
1.3648,-6.17078153157659
1.365,-6.19937785417919
1.3652,-6.22818286198438
1.3654,-6.25719856470587
1.3656,-6.28642699911336
1.3658,-6.31587022951618
1.366,-6.34553034825805
1.3662,-6.37540947622384
1.3664,-6.40550976335798
1.3666,-6.43583338919549
1.3668,-6.4663825634054
1.367,-6.49715952634746
1.3672,-6.5281665496421
1.3674,-6.55940593675436
1.3676,-6.59088002359193
1.3678,-6.62259117911789
1.368,-6.65454180597846
1.3682,-6.68673434114654
1.3684,-6.71917125658083
1.3686,-6.75185505990179
1.3688,-6.78478829508438
1.369,-6.81797354316844
1.3692,-6.85141342298698
1.3694,-6.88511059191305
1.3696,-6.91906774662586
1.3698,-6.95328762389676
1.37,-6.98777300139517
1.3702,-7.02252669851595
1.3704,-7.05755157722833
1.3706,-7.09285054294703
1.3708,-7.1284265454267
1.371,-7.16428257967994
1.3712,-7.20042168691996
1.3714,-7.2368469555288
1.3716,-7.27356152205143
1.3718,-7.31056857221706
1.372,-7.34787134198845
1.3722,-7.38547311863979
1.3724,-7.42337724186493
1.3726,-7.46158710491568
1.3728,-7.50010615577264
1.373,-7.53893789834839
1.3732,-7.57808589372528
1.3734,-7.6175537614277
1.3736,-7.65734518073136
1.3738,-7.69746389200982
1.374,-7.73791369812029
1.3742,-7.77869846582927
1.3744,-7.81982212728033
1.3746,-7.86128868150481
1.3748,-7.90310219597741
1.375,-7.9452668082178
1.3752,-7.98778672744038
1.3754,-8.03066623625362
1.3756,-8.07390969241102
1.3758,-8.11752153061505
1.376,-8.16150626437671
1.3762,-8.20586848793224
1.3764,-8.25061287821942
1.3766,-8.29574419691513
1.3768,-8.34126729253733
1.377,-8.38718710261314
1.3772,-8.43350865591572
1.3774,-8.48023707477294
1.3776,-8.5273775774498
1.3778,-8.57493548060839
1.378,-8.62291620184763
1.3782,-8.67132526232634
1.3784,-8.72016828947261
1.3786,-8.7694510197831
1.3788,-8.8191793017158
1.379,-8.86935909867993
1.3792,-8.91999649212669
1.3794,-8.97109768474538
1.3796,-9.02266900376875
1.3798,-9.07471690439242
1.38,-9.12724797331249
1.3802,-9.180268932387
1.3804,-9.23378664242574
1.3806,-9.28780810711425
1.3808,-9.34234047707716
1.381,-9.39739105408743
1.3812,-9.45296729542725
1.3814,-9.5090768184072
1.3816,-9.56572740505065
1.3818,-9.62292700695049
1.382,-9.6806837503057
1.3822,-9.739005941146
1.3824,-9.79790207075237
1.3826,-9.85738082128268
1.3828,-9.91745107161147
1.383,-9.97812190339373
1.3832,-10.0394026073624
1.3834,-10.1013026898708
1.3836,-10.1638318796917
1.3838,-10.227000135083
1.384,-10.2908176511359
1.3842,-10.355294867415
1.3844,-10.4204424759072
1.3846,-10.4862714292922
1.3848,-10.5527929495519
1.385,-10.6200185369327
1.3852,-10.6879599792802
1.3854,-10.7566293617629
1.3856,-10.8260390770059
1.3858,-10.8962018356517
1.386,-10.967130677374
1.3862,-11.0388389823634
1.3864,-11.1113404833107
1.3866,-11.1846492779135
1.3868,-11.2587798419313
1.387,-11.3337470428197
1.3872,-11.4095661539722
1.3874,-11.4862528696019
1.3876,-11.5638233202967
1.3878,-11.6422940892848
1.388,-11.7216822294467
1.3882,-11.802005281115
1.3884,-11.8832812907049
1.3886,-11.9655288302189
1.3888,-12.0487670176764
1.389,-12.1330155385163
1.3892,-12.218294668028
1.3894,-12.3046252948687
1.3896,-12.3920289457265
1.3898,-12.4805278111947
1.39,-12.5701447729261
1.3902,-12.6609034321398
1.3904,-12.7528281395582
1.3906,-12.8459440268567
1.3908,-12.9402770397129
1.391,-13.0358539725485
1.3912,-13.1327025050624
1.3914,-13.2308512406604
1.3916,-13.3303297468906
1.3918,-13.4311685980042
1.392,-13.5333994197668
1.3922,-13.6370549366509
1.3924,-13.7421690215517
1.3926,-13.8487767481739
1.3928,-13.9569144462473
1.393,-14.0666197597357
1.3932,-14.1779317082159
1.3934,-14.2908907516091
1.3936,-14.4055388584596
1.3938,-14.5219195779632
1.394,-14.640078115956
1.3942,-14.7600614150863
1.3944,-14.8819182393967
1.3946,-15.0056992635533
1.3948,-15.1314571669623
1.395,-15.2592467330218
1.3952,-15.3891249537542
1.3954,-15.5211511400657
1.3956,-15.6553870378704
1.3958,-15.7918969503089
1.396,-15.930747866268
1.3962,-16.0720095953839
1.3964,-16.215754909669
1.3966,-16.3620596918507
1.3968,-16.5110030904389
1.397,-16.66266768144
1.3972,-16.8171396365192
1.3974,-16.9745088972418
1.3976,-17.1348693548332
1.3978,-17.2983190346236
1.398,-17.4649602840206
1.3982,-17.6348999624285
1.3984,-17.8082496310041
1.3986,-17.9851257394732
1.3988,-18.1656498063865
1.399,-18.3499485881381
1.3992,-18.5381542307429
1.3994,-18.7304043966936
1.3996,-18.9268423571225
1.3998,-19.1276170368545
1.4,-19.3328829966245
1.4002,-19.542800332562
1.4004,-19.7575344678096
1.4006,-19.9772558045427
1.4008,-20.2021391963749
1.401,-20.4323631906873
1.4012,-20.6681089773058
1.4014,-20.9095589634477
1.4016,-21.1568948741607
1.4018,-21.4102952515164
1.402,-21.6699321934129
1.4022,-21.9359671324863
1.4024,-22.2085454057363
1.4026,-22.4877893042331
1.4028,-22.7737892180281
1.403,-23.0665924028126
1.4032,-23.3661887917377
1.4034,-23.6724931599891
1.4036,-23.9853228270791
1.4038,-24.3043699650724
1.404,-24.6291674941515
1.4042,-24.9590475317703
1.4044,-25.2930914864984
1.4046,-25.6300712579545
1.4048,-25.968381773023
1.405,-26.3059664606909
1.4052,-26.640239485764
1.4054,-26.9680118513021
1.4056,-27.2854329243528
1.4058,-27.5879642525848
1.406,-27.8704077330664
1.4062,-28.1270132448805
1.4064,-28.3516886370642
1.4066,-28.5383239089582
1.4068,-28.681219366136
1.407,-28.7755765111853
1.4072,-28.8179788656475
1.4074,-28.8067715561161
1.4076,-28.7422562451155
1.4078,-28.6266550815437
1.408,-28.4638524069359
1.4082,-28.2589745465355
1.4084,-28.0178966960642
1.4086,-27.7467647592199
1.4088,-27.4515960330246
1.409,-27.1379899551604
1.4092,-26.8109512574131
1.4094,-26.4748092016486
1.4096,-26.1332085536609
1.4098,-25.7891477167117
1.41,-25.4450434343617
1.4102,-25.1028068635017
1.4104,-24.7639209321913
1.4106,-24.4295129975119
1.4108,-24.1004197630148
1.411,-23.7772433493366
1.4112,-23.4603985754084
1.4114,-23.1501521357766
1.4116,-22.8466546412455
1.4118,-22.5499665630299
1.412,-22.2600790778178
1.4122,-21.97693071175
1.4124,-21.7004205608724
1.4126,-21.4304187440998
1.4128,-21.1667746323842
1.413,-20.9093232990048
1.4132,-20.657890551775
1.4134,-20.4122968378462
1.4136,-20.1723602541889
1.4138,-19.9378988500296
1.414,-19.708732369749
1.4142,-19.4846835544486
1.4144,-19.2655790961559
1.4146,-19.0512503193187
1.4148,-18.8415336488442
1.415,-18.6362709117074
1.4152,-18.4353095094185
1.4154,-18.2385024909097
1.4156,-18.0457085492485
1.4158,-17.8567919607046
1.416,-17.6716224808054
1.4162,-17.4900752089264
1.4164,-17.3120304305014
1.4166,-17.1373734439788
1.4168,-16.9659943780935
1.417,-16.7977880037834
1.4172,-16.6326535440913
1.4174,-16.4704944846115
1.4176,-16.3112183864153
1.4178,-16.1547367028972
1.418,-16.0009646015928
1.4182,-15.8498207917103
1.4184,-15.7012273578742
1.4186,-15.5551096003928
1.4188,-15.4113958822111
1.419,-15.2700174825943
1.4192,-15.1309084575059
1.4194,-14.9940055065709
1.4196,-14.8592478464725
1.4198,-14.7265770905888
1.42,-14.5959371346576
1.4202,-14.467274048233
1.4204,-14.3405359716977
1.4206,-14.2156730185804
1.4208,-14.0926371829331
1.421,-13.971382251523
1.4212,-13.8518637206001
1.4214,-13.7340387170051
1.4216,-13.6178659233918
1.4218,-13.5033055073456
1.422,-13.3903190541919
1.4222,-13.278869503288
1.4224,-13.1689210876161
1.4226,-13.0604392764882
1.4228,-12.9533907211971
1.423,-12.8477432034458
1.4232,-12.7434655864042
1.4234,-12.6405277682435
1.4236,-12.5389006380149
1.4238,-12.4385560337381
1.424,-12.339466702579
1.4242,-12.2416062630012
1.4244,-12.1449491687803
1.4246,-12.0494706747809
1.4248,-11.9551468043966
1.425,-11.8619543185643
1.4252,-11.7698706862653
1.4254,-11.6788740564338
1.4256,-11.5889432311953
1.4258,-11.500057640365
1.426,-11.4121973171365
1.4262,-11.3253428749001
1.4264,-11.2394754851286
1.4266,-11.154576856275
1.4268,-11.0706292136299
1.427,-10.9876152800875
1.4272,-10.9055182577733
1.4274,-10.8243218104902
1.4276,-10.7440100469386
1.4278,-10.6645675046747
1.428,-10.5859791347663
1.4282,-10.5082302871127
1.4284,-10.4313066963952
1.4286,-10.3551944686274
1.4288,-10.2798800682744
1.429,-10.2053503059143
1.4292,-10.1315923264146
1.4294,-10.0585935976
1.4296,-9.98634189938556
1.4298,-9.9148253133557
1.43,-9.84403221276552
1.4302,-9.77395125294631
1.4304,-9.70457136209511
1.4306,-9.63588173243093
1.4308,-9.56787181170038
1.431,-9.50053129501701
1.4312,-9.43385011701897
1.4314,-9.36781844433012
1.4316,-9.30242666831153
1.4318,-9.2376653980896
1.432,-9.17352545384976
1.4322,-9.10999786038205
1.4324,-9.04707384086953
1.4326,-8.98474481090718
1.4328,-8.92300237274269
1.433,-8.86183830972846
1.4332,-8.80124458097647
1.4334,-8.74121331620667
1.4336,-8.68173681078184
1.4338,-8.62280752091962
1.434,-8.56441805907527
1.4342,-8.50656118948779
1.4344,-8.44922982388269
1.4346,-8.39241701732493
1.4348,-8.33611596421557
1.435,-8.28031999442687
1.4352,-8.22502256957021
1.4354,-8.17021727939062
1.4356,-8.11589783828419
1.4358,-8.06205808193221
1.436,-8.00869196404857
1.4362,-7.95579355323512
1.4364,-7.90335702994123
1.4366,-7.85137668352309
1.4368,-7.79984690939985
1.437,-7.74876220630165
1.4372,-7.69811717360682
1.4374,-7.64790650876474
1.4376,-7.59812500480094
1.4378,-7.54876754790178
1.438,-7.49982911507514
1.4382,-7.45130477188485
1.4384,-7.40318967025558
1.4386,-7.35547904634656
1.4388,-7.30816821849044
1.439,-7.26125258519572
1.4392,-7.2147276232101
1.4394,-7.16858888564315
1.4396,-7.12283200014502
1.4398,-7.0774526671406
1.44,-7.0324466581159
1.4402,-6.987809813956
1.4404,-6.9435380433316
1.4406,-6.89962732113347
1.4408,-6.85607368695249
1.441,-6.81287324360414
1.4412,-6.77002215569548
1.4414,-6.72751664823371
1.4416,-6.68535300527432
1.4418,-6.64352756860807
1.442,-6.60203673648504
1.4422,-6.56087696237466
1.4424,-6.52004475376066
1.4426,-6.47953667096968
1.4428,-6.43934932603231
1.443,-6.39947938157578
1.4432,-6.35992354974687
1.4434,-6.32067859116464
1.4436,-6.28174131390134
1.4438,-6.24310857249104
1.444,-6.20477726696521
1.4442,-6.16674434191365
1.4444,-6.12900678557105
1.4446,-6.09156162892743
1.4448,-6.05440594486218
1.445,-6.01753684730092
1.4452,-5.9809514903943
1.4454,-5.94464706771832
1.4456,-5.90862081149527
1.4458,-5.8728699918346
1.446,-5.83739191599367
1.4462,-5.80218392765691
1.4464,-5.76724340623359
1.4466,-5.73256776617305
1.4468,-5.69815445629756
1.447,-5.66400095915145
1.4472,-5.63010479036668
1.4474,-5.59646349804401
1.4476,-5.56307466214962
1.4478,-5.52993589392628
1.448,-5.49704483531903
1.4482,-5.46439915841478
1.4484,-5.43199656489559
1.4486,-5.39983478550478
1.4488,-5.36791157952626
1.449,-5.33622473427579
1.4492,-5.30477206460471
1.4494,-5.27355141241515
1.4496,-5.24256064618671
1.4498,-5.21179766051403
1.45,-5.1812603756554
1.4502,-5.15094673709163
1.4504,-5.12085471509496
1.4506,-5.09098230430823
1.4508,-5.06132752333306
1.451,-5.03188841432815
1.4512,-5.00266304261576
1.4514,-4.97364949629766
1.4516,-4.94484588587964
1.4518,-4.91625034390392
1.452,-4.88786102459013
1.4522,-4.85967610348413
1.4524,-4.83169377711419
1.4526,-4.80391226265526
1.4528,-4.77632979759988
1.453,-4.74894463943661
1.4532,-4.72175506533542
1.4534,-4.69475937183936
1.4536,-4.66795587456322
1.4538,-4.64134290789855
1.454,-4.61491882472439
1.4542,-4.58868199612496
1.4544,-4.56263081111213
1.4546,-4.53676367635466
1.4548,-4.51107901591243
1.455,-4.48557527097629
1.4552,-4.46025089961315
1.4554,-4.43510437651659
1.4556,-4.41013419276193
1.4558,-4.38533885556685
1.456,-4.36071688805622
1.4562,-4.33626682903207
1.4564,-4.31198723274803
1.4566,-4.28787666868793
1.4568,-4.26393372134901
1.457,-4.24015699002953
1.4572,-4.21654508861989
1.4574,-4.19309664539858
1.4576,-4.16981030283128
1.4578,-4.14668471737439
1.458,-4.12371855928209
1.4582,-4.10091051241687
1.4584,-4.078259274064
1.4586,-4.05576355474911
1.4588,-4.03342207805935
1.459,-4.01123358046802
1.4592,-3.98919681116201
1.4594,-3.9673105318728
1.4596,-3.94557351671047
1.4598,-3.92398455200042
1.46,-3.90254243612361
1.4602,-3.88124597935902
1.4604,-3.86009400372936
1.4606,-3.83908534284958
1.4608,-3.81821884177764
1.461,-3.7974933568682
1.4612,-3.77690775562905
1.4614,-3.75646091657947
1.4616,-3.73615172911173
1.4618,-3.71597909335439
1.462,-3.6959419200383
1.4622,-3.67603913036481
1.4624,-3.65626965587613
1.4626,-3.63663243832789
1.4628,-3.61712642956408
1.463,-3.5977505913936
1.4632,-3.5785038954694
1.4634,-3.55938532316923
1.4636,-3.54039386547845
1.4638,-3.52152852287498
1.464,-3.50278830521568
1.4642,-3.48417223162508
1.4644,-3.46567933038538
1.4646,-3.44730863882868
1.4648,-3.42905920323072
1.465,-3.41093007870619
1.4652,-3.39292032910581
1.4654,-3.37502902691527
1.4656,-3.35725525315517
1.4658,-3.3395980972831
1.466,-3.32205665709687
1.4662,-3.30463003863931
1.4664,-3.28731735610473
1.4666,-3.2701177317464
1.4668,-3.25303029578579
1.467,-3.23605418632313
1.4672,-3.21918854924901
1.4674,-3.2024325381577
1.4676,-3.18578531426151
1.4678,-3.16924604630641
1.468,-3.15281391048913
1.4682,-3.13648809037513
1.4684,-3.12026777681794
1.4686,-3.10415216787984
1.4688,-3.0881404687532
1.469,-3.07223189168359
1.4692,-3.0564256558933
1.4694,-3.04072098750653
1.4696,-3.02511711947534
1.4698,-3.00961329150657
1.47,-2.99420874999004
1.4702,-2.97890274792764
1.4704,-2.96369454486318
1.4706,-2.94858340681361
1.4708,-2.93356860620086
1.471,-2.9186494217847
1.4712,-2.9038251385967
1.4714,-2.88909504787464
1.4716,-2.87445844699843
1.4718,-2.85991463942617
1.472,-2.84546293463171
1.4722,-2.83110264804265
1.4724,-2.81683310097927
1.4726,-2.80265362059418
1.4728,-2.78856353981309
1.473,-2.77456219727576
1.4732,-2.76064893727835
1.4734,-2.74682310971605
1.4736,-2.73308407002667
1.4738,-2.71943117913492
1.474,-2.70586380339734
1.4742,-2.69238131454796
1.4744,-2.67898308964474
1.4746,-2.66566851101648
1.4748,-2.65243696621063
1.475,-2.6392878479415
1.4752,-2.62622055403933
1.4754,-2.61323448739994
1.4756,-2.60032905593488
1.4758,-2.5875036725223
1.476,-2.57475775495843
1.4762,-2.56209072590956
1.4764,-2.54950201286473
1.4766,-2.53699104808884
1.4768,-2.52455726857642
1.477,-2.51220011600602
1.4772,-2.49991903669488
1.4774,-2.48771348155452
1.4776,-2.47558290604649
1.4778,-2.46352677013884
1.478,-2.45154453826316
1.4782,-2.43963567927187
1.4784,-2.42779966639624
1.4786,-2.4160359772049
1.4788,-2.40434409356253
1.479,-2.39272350158951
1.4792,-2.38117369162153
1.4794,-2.36969415817002
1.4796,-2.35828439988293
1.4798,-2.34694391950587
1.48,-2.33567222384375
1.4802,-2.32446882372294
1.4804,-2.31333323395364
1.4806,-2.30226497329296
1.4808,-2.2912635644081
1.481,-2.28032853384021
1.4812,-2.26945941196847
1.4814,-2.25865573297465
1.4816,-2.24791703480804
1.4818,-2.2372428591508
1.482,-2.22663275138359
1.4822,-2.21608626055169
1.4824,-2.20560293933142
1.4826,-2.19518234399693
1.4828,-2.18482403438743
1.483,-2.1745275738746
1.4832,-2.16429252933051
1.4834,-2.15411847109587
1.4836,-2.14400497294847
1.4838,-2.13395161207222
1.484,-2.12395796902614
1.4842,-2.11402362771412
1.4844,-2.10414817535467
1.4846,-2.0943312024511
1.4848,-2.08457230276202
1.485,-2.07487107327215
1.4852,-2.0652271141634
1.4854,-2.05564002878635
1.4856,-2.04610942363183
1.4858,-2.03663490830297
1.486,-2.02721609548758
1.4862,-2.01785260093051
1.4864,-2.00854404340673
1.4866,-1.99929004469429
1.4868,-1.99009022954779
1.487,-1.98094422567209
1.4872,-1.97185166369619
1.4874,-1.96281217714742
1.4876,-1.95382540242606
1.4878,-1.94489097877984
1.488,-1.93600854827914
1.4882,-1.92717775579207
1.4884,-1.91839824896
1.4886,-1.90966967817335
1.4888,-1.90099169654744
1.489,-1.89236395989879
1.4892,-1.88378612672156
1.4894,-1.87525785816416
1.4896,-1.86677881800626
1.4898,-1.85834867263586
1.49,-1.84996709102663
1.4902,-1.84163374471561
1.4904,-1.83334830778089
1.4906,-1.82511045681972
1.4908,-1.81691987092671
1.491,-1.80877623167226
1.4912,-1.80067922308132
1.4914,-1.79262853161215
1.4916,-1.78462384613541
1.4918,-1.77666485791353
1.492,-1.76875126058004
1.4922,-1.76088275011943
1.4924,-1.75305902484683
1.4926,-1.74527978538819
1.4928,-1.73754473466053
1.493,-1.72985357785233
1.4932,-1.72220602240424
1.4934,-1.71460177798982
1.4936,-1.70704055649659
1.4938,-1.69952207200722
1.494,-1.69204604078083
1.4942,-1.68461218123458
1.4944,-1.67722021392539
1.4946,-1.66986986153176
1.4948,-1.66256084883593
1.495,-1.65529290270599
1.4952,-1.64806575207833
1.4954,-1.64087912794025
1.4956,-1.63373276331256
1.4958,-1.62662639323256
1.496,-1.61955975473708
1.4962,-1.61253258684563
1.4964,-1.60554463054376
1.4966,-1.59859562876665
1.4968,-1.5916853263827
1.497,-1.5848134701774
1.4972,-1.57797980883726
1.4974,-1.57118409293391
1.4976,-1.56442607490848
1.4978,-1.55770550905585
1.498,-1.55102215150934
1.4982,-1.54437576022531
1.4984,-1.53776609496805
1.4986,-1.53119291729477
1.4988,-1.52465599054064
1.499,-1.51815507980414
1.4992,-1.51168995193234
1.4994,-1.50526037550652
1.4996,-1.49886612082777
1.4998,-1.49250695990278
1.5,-1.4861826664297
1.502,-1.42480883702055
1.504,-1.36668485876242
1.506,-1.31161026687881
1.508,-1.25939873192755
1.51,-1.2098769583717
1.512,-1.16288367649149
1.514,-1.11826871902585
1.516,-1.07589217482661
1.518,-1.03562361259159
1.52,-0.99734136843125
1.522,-0.960931891633602
1.524,-0.926289143532461
1.526,-0.893314044866874
1.528,-0.861913967450132
1.53,-0.832002266354005
1.532,-0.80349784916078
1.534,-0.776324779149005
1.536,-0.750411909561235
1.538,-0.725692546357321
1.54,-0.7021041370878
1.542,-0.679587983731539
1.544,-0.658088977531592
1.546,-0.63755535403574
1.548,-0.617938466705115
1.55,-0.599192577596973
1.552,-0.581274663757534
1.554,-0.564144238079398
1.556,-0.547763183485963
1.558,-0.532095599404148
1.56,-0.517107659577037
1.562,-0.5027674803506
1.564,-0.489044998644796
1.566,-0.475911858889099
1.568,-0.463341308266901
1.57,-0.45130809967277
1.572,-0.439788401842028
1.574,-0.42875971616381
1.576,-0.418200799737275
1.578,-0.408091594276891
1.58,-0.398413160516602
1.582,-0.38914761780569
1.584,-0.380278088630683
1.586,-0.371788647839778
1.588,-0.363664276388917
1.59,-0.355890819472471
1.592,-0.348454948948705
1.594,-0.341344130021011
1.596,-0.334546592191994
1.598,-0.328051304572039
1.6,-0.321847955697236
1.602,-0.315926938099253
1.604,-0.310279337973657
1.606,-0.304896930419999
1.608,-0.299772180883269
1.61,-0.2948982536203
1.612,-0.290269028259892
1.614,-0.285879125836324
1.616,-0.281723946075327
1.618,-0.277799718228568
1.62,-0.274103568427388
1.622,-0.270633607415786
1.624,-0.26738904370296
1.626,-0.264370328758913
1.628,-0.261579343017267
1.63,-0.259019634373691
1.632,-0.25669672490255
1.634,-0.254618507139511
1.636,-0.252795759210932
1.638,-0.251242819412453
1.64,-0.249978477207442
1.642,-0.249027161604552
1.644,-0.248420543554937
1.646,-0.248199722929925
1.648,-0.248418253532995
1.65,-0.249146389420079
1.652,-0.250477143260253
1.654,-0.252535086359747
1.656,-0.255489387016077
1.658,-0.25957355794864
1.66,-0.26511610585759
1.662,-0.272589419622732
1.664,-0.282690174518637
1.666,-0.296476194410361
1.668,-0.315608583605508
1.67,-0.342798964740858
1.672,-0.382675537550852
1.674,-0.443544722753199
1.676,-0.541132718540919
1.678,-0.706609960262888
1.68,-1.00151612097061
1.682,-1.51989159490032
1.684,-2.1960276751906
1.686,-2.33220670678252
1.688,-1.75745353811347
1.69,-1.21199516881672
1.692,-0.880566458250941
1.694,-0.689743495872162
1.696,-0.576400552059122
1.698,-0.506477859530598
1.7,-0.462387894967887
1.702,-0.434815543552593
1.704,-0.418695093295337
1.706,-0.411293160038719
1.708,-0.411293092735561
1.71,-0.418382779336776
1.712,-0.433135178411135
1.714,-0.457112025423459
1.716,-0.493205214778695
1.718,-0.546289218047834
1.72,-0.624248910112767
1.722,-0.739067741826351
1.724,-0.905625331062101
1.726,-1.12856824030981
1.728,-1.35791781789202
1.73,-1.45118238089276
1.732,-1.31972914487425
1.734,-1.08011858863812
1.736,-0.866731403120554
1.738,-0.716131146125752
1.74,-0.61810828453856
1.742,-0.556481625581662
1.744,-0.519307860031316
1.746,-0.499065837141356
1.748,-0.491289875582914
1.75,-0.493479081066422
1.752,-0.504432509745758
1.754,-0.523892772356699
1.756,-0.552395940548274
1.758,-0.591273666324173
1.76,-0.642794707856866
1.762,-0.710470047302567
1.764,-0.799588254879228
1.766,-0.918107459245092
1.768,-1.07811888891367
1.77,-1.29821069982047
1.772,-1.60710233166888
1.774,-2.04836060902417
1.776,-2.68256968426404
1.778,-3.56870901299083
1.78,-4.66218170083591
1.782,-5.55288795730685
1.784,-5.51362173038918
1.786,-4.5808660407964
1.788,-3.48836185469777
1.79,-2.61570547462179
1.792,-1.99410965800126
1.794,-1.56205950132214
1.796,-1.25931425897555
1.798,-1.04301744990236
1.8,-0.88499166610025
1.802,-0.766976517569763
1.804,-0.677034757739817
1.806,-0.607224738959958
1.808,-0.552153742752108
1.81,-0.508082750910035
1.812,-0.472366743643189
1.814,-0.443099004370781
1.816,-0.41888082482015
1.818,-0.39866952860057
1.82,-0.381676289634619
1.822,-0.367296194473843
1.824,-0.35505956203275
1.826,-0.344597521627331
1.828,-0.335617312623671
1.83,-0.327884315608751
